producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,Go for one plus 7 pro. It's a great deal. I hv both and I can assure u. iPhones can't beat one plus.,4.0,KISHOR,Apple is good but one plus is best.
Apple iPhone XR (64GB), India ,My first IPhone and I am in love with it..,5.0,Madhavi,First IPhone
Apple iPhone XR (64GB), India ,Excellent phone....moneyâ€™s worth,5.0,Arun Arora,Excellent phone
Apple iPhone XR (64GB), India ,Best battery backup good camera its a value worth but voice call quality is very low mic is not working properly the person on the other end cant hear me clearly,5.0,vishnu tk,One of appleâ€™s best fon
Apple iPhone XR (64GB), India ,Got it for good deal..,5.0,raghavendra,Good
Apple iPhone XR (64GB), India ,battery life what i liked about the product,4.0,Sahil jain,"Not a worthy even at 42,900"
Apple iPhone XR (64GB), India ,Good value worth it,5.0,RISHIKESH SINGH,best i phone
Apple iPhone XR (64GB), India ,"It's a good mobile phone but comes with a 5 watt slow charger but mobile supports fast charging, it should come with a fast charger",5.0,Lokesh Ghatode,Charger
Apple iPhone XR (64GB), India ,So far enjoying this product. Luckily I could grab this phone on offer for 48k along with offer applied during prime day. First time using an apple product and I am very happy,4.0,Uthra,Amazing phone  for this price tag from apple
Apple iPhone XR (64GB), India ,Amazing.good camera.value for investment,5.0,BHASKAR  SHETTY,IPhone xr
Apple iPhone XR (64GB), India ,Super phone... simply love it..just go for it..,4.0,Koel Ghosh,Worth buying
Apple iPhone XR (64GB), India ,superb one,5.0,arnab kumar deb,review
Apple iPhone XR (64GB), India ,I am in love with the battery life of this phone. 100% charged phone takes around 24hrs to go down to 5% even after gaming n continuous usage on daily basis,5.0,Aman raj,Battery life
Apple iPhone XR (64GB), India ,My first iphone and its awesome,5.0,Amazon Customer,Luv this phone dream phone
Apple iPhone XR (64GB), India ,It feels so nice in hands and a compact device love this. The main problm i have found it can't download files more than 200mb on mobile data.. It requires WiFi only,5.0,Nayan Jr. Borah,Satisfied
Apple iPhone XR (64GB), India ,"Cheers to Amazon! This is the most Value-for-Money online shopping deal ever! I love the iPhone XR, and the Coral is an absolute gaze-stealer and a hit the ladies ðŸ‘",5.0,Umang Vyas,BEST iPHONE DEAL EVER!
Apple iPhone XR (64GB), India ,Awsome looking premium smartphone. Size is perfect. Interface is so smooth and fast. Battery back up is outstanding. Camera quality is fantastic.,5.0,Dipak,Perfect
Apple iPhone XR (64GB), India ,Excellent..,5.0,arti,Go for it
Apple iPhone XR (64GB), India ,"Superb phone,great photo clarity and battery backup is good.",5.0,Pavithra BS,Definitely would recommend IPhone XR
Apple iPhone XR (64GB), India ,As expected,5.0,Rajiv,As expected
Apple iPhone XR (64GB), India ,Good,5.0,nice,Good
Apple iPhone XR (64GB), India ,Best battery life so far amongst ALL iPhones i used so far in last 8 years...,5.0,Yusuf Patel,Excellent deal
Apple iPhone XR (64GB), India ,"Iphone xr is superb so I gave 5 star, camera is nice but selfie not satisfied to me, battery is also not satisfied. Also like the phone.",5.0,asharani,Superb
Apple iPhone XR (64GB), India ,So superb  1st time using iPhone . Very interesting nd  Iâ€™m impressed .. camera quality awesome .  1day battery backup .. face lock in very strong ..,5.0,Deep shaw,So to good
Apple iPhone XR (64GB), India ,Nice alternative,5.0,Santhosh P Bendre,Good experience
Apple iPhone XR (64GB), India ,WORTH THE PRICE,4.0,ASHWIN,GOOD
Apple iPhone XR (64GB), India ,Purchased the new iPhone XR on 21 July.Not sure battery is not at all good. Disappointed with amazo and apple both.please help me out with the exchange or refund .,2.0,Rahul Agarwal,Disappointed with amazon and apple
Apple iPhone XR (64GB), India ,"Phone is awesome , go for it. I purchased in amazon festival offer and it saved my 5000 rs .",5.0,Abhishek chittora,Loved it awesome product.
Apple iPhone XR (64GB), India ,From iPhone SE To iPhone XR. Camera quality is good. FaceID works really nice. Powerful phone.,5.0,Rutvik,Phone is awesome... delivery on time.
Apple iPhone XR (64GB), India ,The purchase experience was seem less and the delivery also happened promptly. I am very happy with it. The 256 X-r is difficult to get and the product is awesome!!,5.0,Gayatri das,Was looking for a good deal on the X-r 256 and got a really good one! Thx
Apple iPhone XR (64GB), India ,I am a new iPhone user switching from android. The battery life is best!!! Last a day for heavy usage. The phone is best in every feature mentioned. WORTH THE PRICE,5.0,Kumaran,iPhone for everyone !
Apple iPhone XR (64GB), India ,Amazing battery life and at a great price specially during the Amazon Great Indian Festival,5.0,Gaurav Singh,You wont regret buying it
Apple iPhone XR (64GB), India ,Now Iâ€™m happy with the quality of the phone.,5.0,Amazon Customer,Very good. Extra e sim is an advantage.
Apple iPhone XR (64GB), India ,"Overall the product is good. As I have used android last 10 years, feeling more customisation needs in iOS. Like the MIUI skin..",5.0,Prakash Kannan,Good
Apple iPhone XR (64GB), India ,After one month of buying the phone it got hung up which never happens with i phone want a immediate replacement,2.0,Usmaan F.,Phone hung up
Apple iPhone XR (64GB), India ,Awesome as ever,5.0,Jiten patel,Awesome as ever
Apple iPhone XR (64GB), India ,Still one of the best phones out there with this price. The specs are awesome and even the lcd screen shows no compromise even outdoors.,5.0,NALINI SINGH,Amazed
Apple iPhone XR (64GB), India ,Aswm phone at this price...,5.0,Sakti Prasad,Value for money
Apple iPhone XR (64GB), India ,As an apple user I would like to say that this cell looks really amazing and face lock is just a kinda magic. Camera is as lovely as I expected before my purchase.,5.0,Shahbaz khan,This mobile shocked people in the respect of touch and its speed along with full display.
Apple iPhone XR (64GB), India ,"Awesome product from Apple as usual. Face recognition , back camera quality at its very best. Although front camera during night will not take that great pictures.",5.0,Banu Prakash,Worth it! Totally in love with XR
Apple iPhone XR (64GB), India ,The best part is the safest delivery taken care off with multiple safety features packaging.,5.0,abhyuday s.,Good to switch from android to iOS
Apple iPhone XR (64GB), India ,"This phone is amazing .... battery backup is really good.... and the face id function makes your life ease, camera quality is very good ... in love with this phone",5.0,Arkaja,Amazing phone
Apple iPhone XR (64GB), India ,Nice Product to gift someone,5.0,vipul,Value is tooo high
Apple iPhone XR (64GB), India ,"Fantastic Phone, however the camera quality looks inferior specially compared to the one offered in other brands.",5.0,Navneet K.,Superb but Camera could have been better
Apple iPhone XR (64GB), India ,Doesnâ€™t save more than 20-30 numbers in call history,4.0,Annapurna,Good but not great
Apple iPhone XR (64GB), India ,I like the buttery smooth interface. Face recognition and battery life are very good. Overall I am very happy with my decision.,5.0,sreekanth,Feel it
Apple iPhone XR (64GB), India ,I mean it's iphone (for crying out loud) ðŸ˜ƒ,5.0,pranitha bonam,Good product ðŸ‘
Apple iPhone XR (64GB), India ,Charger provided with phone is not working resulting unable to charge phone,4.0,Sanjay Khanna,Replace charger
Apple iPhone XR (64GB), India ,I was scared to buy such worthy product from Online. But i Loved the product from Amazon..It is a great phone. Thanks to Apple n Amazon..Loved it..ðŸ˜ðŸ˜ðŸ˜,5.0,Keerthika,Iphone Love - Must Read
Apple iPhone XR (64GB), India ,note,5.0,Amazon Customer,ðŸ‘
Apple iPhone XR (64GB), India ,Apple phones are awsome,5.0,Atul Sharma,Awsome
Apple iPhone XR (64GB), India ,You dont dislike apple,5.0,Somendra Kumar,Apple is apple
Apple iPhone XR (64GB), India ,Wonderful product and superb service provided by amazon as first time the product was found to be damaged then they immediately replaced it within 4 working days.,5.0,Tamal Choudhury,Highly satisfied &recommended
Apple iPhone XR (64GB), India ,"Face unlock is slow, battery is good, 64gb has less storage go with 128gb minimum. Except security and sharing iphone support almost everything similar to android",4.0,Deepak,Awesome product
Apple iPhone XR (64GB), India ,Amazing.excellent.,5.0,Pratibha Malik,Superb
Apple iPhone XR (64GB), India ,I got IPhone with in a day time. Iâ€™m a first time iOS user and Iâ€™m liking it. It has got quite a lot of features. From Face ID to wide screen display.,4.0,KARAN MEHRA,iPhone XR - Nice gadget to Order.
Apple iPhone XR (64GB), India ,Product not a good price as well as not desire range of quality,2.0,Ankur,Product features poor
Apple iPhone XR (64GB), India ,This is my first iPhone and Iâ€™m enjoying the experience. From android to IOS I feel great smoothness in user interface,5.0,Jeesa ,Worth it
Apple iPhone XR (64GB), India ,Excellent phone as expected.,5.0,Sharath,Excellent
Apple iPhone XR (64GB), India ,Price Wise Excellent Product,5.0,Abubakar Shaikh,Price Wise Excellent  Product
Apple iPhone XR (64GB), India ,Iphone xr is just awesme....best battery backup..everythings are smooth as butter..and blue coloue......ufff just love it.....,5.0,Rahul0000,Iphone xr..!!!! Just Muuuaaaahhhhhhhh.......ðŸ˜˜ðŸ˜˜
Apple iPhone XR (64GB), India ,Camera is very good and battery life 1day with full Internet,5.0,DEENADHAYALU T G,Very good phone
Apple iPhone XR (64GB), India ,"Excellent product, must buy",5.0,rajbir,Excellent product
Apple iPhone XR (64GB), India ,Everyone speaking about lesser resolution. I have used 402 ppi mobiles but still I didn't see any problem in iPhone xr lower resolution display... Display is simply awesome,5.0,M.MOHHAMED SULTAN,Awesome mobile
Apple iPhone XR (64GB), India ,"Amazing phone, loved every bit of it",5.0,Niladri Roy,Amazing
Apple iPhone XR (64GB), India ,Best product of apple for mobile.,5.0,Amazon Customer,Best battery life for a iPhone
Apple iPhone XR (64GB), India ,"Everything is nice, only the battery should have been more powerful.",5.0,Vijay R. Wagh,Very nice phone.
Apple iPhone XR (64GB), India ,The Face ID is too good. I was a bit sceptical at first to move from Touch ID to Face ID. But the tech is too good no problems as now.,4.0,Amazon Customer,The value for money IPhone
Apple iPhone XR (64GB), India ,"Classy, smooth and meets the expectations.  Thumbs up!!",5.0,Gaurav,Super phone
Apple iPhone XR (64GB), India ,Just awesome. Working like a wonder.,5.0,Priyadarshi Ghosh,Excellent Product
Apple iPhone XR (64GB), India ,Good,5.0,Dr Sanjoy Biswas,Good
Apple iPhone XR (64GB), India ,Great phone with excellent battery life.,5.0,Rupesh chourey,Happy to have it..
Apple iPhone XR (64GB), India ,Good product,5.0,Shlok,Good
Apple iPhone XR (64GB), India ,Gud Apple Product using for the 1st time this  Apple Product Loved it ðŸ˜ðŸ˜,5.0,Vemulapalli Dinesh,Great Product
Apple iPhone XR (64GB), India ,Amazing phone,5.0,Nadeem,Amazing
Apple iPhone XR (64GB), India ,four star for the price but awesome mobile,4.0,Jagadesh,good
Apple iPhone XR (64GB), India ,Its good...but i feel android was better...and more user friendly,4.0,Amit,Great phone
Apple iPhone XR (64GB), India ,Camera quality is just awesome. Loved it. All the features are just woww.,5.0,Asif,Loved it
Apple iPhone XR (64GB), India ,Awesome product,5.0,Darwin Sahu,Best product
Apple iPhone XR (64GB), India ,Awesome is the word for the phone & loved amazon for the great offer ... was good bargain,5.0,Anil saini,Fantabulous
Apple iPhone XR (64GB), India ,"Good performance machine, single camera but with amazing quality, multitasking is fun on this one, itâ€™s the perfect sweet spot between x and xs",5.0,Mohit Dhankani,Go for it
Apple iPhone XR (64GB), India ,camera doesnâ€™t recognise non human images for portrait mode. Portrait mode shouldnâ€™t be restricted for humans. Thereâ€™s a lot of scope for portrait photography which can be excelled.,5.0,Goutham,Unhappy with portrait mode of camera
Apple iPhone XR (64GB), India ,Its a half eaten beautifully designed APPLE which interacts with you. ðŸ˜…ðŸ˜‚,5.0,Rishab Agarwal,Beautiful product from APPLE.
Apple iPhone XR (64GB), India ,Awesom,2.0,Rahulkharel,Value for money
Apple iPhone XR (64GB), India ,Excellent performance-Awesome Camera-Picture Quality the best in iPhone-Face recognition works perfectly fine.,5.0,Syed Zaidi,Best Phone
Apple iPhone XR (64GB), India ,A Very good phone,5.0,Amazon Customer,A value for money product
Apple iPhone XR (64GB), India ,Good battery life,5.0,Vinod Kumar Amar,Value for money
